hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
343, 0.00000, 1368, 334.752, 1273.71, 283.07, 1336.87, 318.677
344, 0.00000, 1497.94, 396.978, 1368.56, 328.392, 1447.59, 371.914
345, 0.00000, 1508.95, 400.449, 1382.31, 333.307, 1488.23, 389.787
346, 0.00000, 1592.03, 438.216, 1435.79, 356.694, 1532.27, 407.788
347, 0.00000, 1627.55, 452.184, 1473.18, 371.741, 1561.49, 418.855
348, 0.00000, 1593.59, 434.121, 1433.23, 351.212, 1530.81, 401.935
349, 0.00000, 1579.85, 424.84, 1424.44, 345.067, 1532.19, 400.56
350, 0.00000, 1613.27, 438.604, 1428.93, 344.936, 1552, 407.827
351, 0.00000, 1608.16, 47.2679, 1430.24, -47.1362, 1560.97, 23.078
352, 0.00000, 1606.8, 46.6876, 1424.39, -50.0334, 1535.1, 10.5546
353, 0.00000, 1670.15, 75.9263, 1493.96, -17.007, 1610.84, 46.5786
354, 0.00000, 1694.72, 87.4328, 1488.27, -19.9555, 1622.55, 52.0819
355, 0.00000, 1680.38, 80.1248, 1496.27, -16.2124, 1629.86, 55.4241
356, 0.00000, 1659.79, 70.2368, 1483.07, -22.9805, 1603.66, 43.1289
357, 0.00000, 1657.07, 68.821, 1494.8, -16.929, 1592.32, 37.2094
358, 0.00000, 1569.67, 26.7882, 1418.61, -53.7212, 1517.7, 1.05936
359, 0.00000, 1601.35, 41.8289, 1436.65, -46.016, 1527.56, 5.20094
360, 0.00000, 1463.56, -26.2041, 1315.99, -105.561, 1410.25, -52.647
361, 0.00000, 1461.16, 375.546, 1322.85, 302.469, 1399.43, 344.546
362, 0.00000, 1374.44, 334.648, 1267.24, 276.928, 1336, 314.923
363, 0.00000, 1388.46, 342.559, 1278.02, 282.907, 1334.25, 315.022
364, 0.00000, 1361.26, 329.705, 1267.07, 278.288, 1326.99, 312.176
365, 0.00000, 1455.12, 375.854, 1353.46, 320.861, 1422.24, 359.173
366, 0.00000, 1451.01, 374.366, 1349.84, 319.549, 1422.41, 359.808
367, 0.00000, 1490.83, 393.568, 1363.96, 326.148, 1448.27, 372.523
368, 0.00000, 1618.82, 453.783, 1494.87, 388.853, 1587.7, 439.063
369, 0.00000, 1613.97, 450.368, 1468.19, 374.295, 1541.15, 414.497
370, 0.00000, 1630.65, 455.027, 1480.52, 376.929, 1592.2, 435.721
371, 0.00000, 1682.51, 476.69, 1506.11, 386.157, 1624.35, 448.043
372, 0.00000, 1684.3, 474.568, 1516.12, 388.312, 1627.41, 446.192
373, 0.00000, 1686.98, 473.125, 1497.74, 377.084, 1622.06, 440.837
374, 0.00000, 1682.55, 81.9105, 1498.9, -14.0515, 1610.19, 46.899
375, 0.00000, 1661.43, 71.9203, 1464.84, -29.8192, 1592.29, 38.31
376, 0.00000, 1643.75, 62.6809, 1455.1, -34.4414, 1575.72, 30.6122
377, 0.00000, 1678.96, 79.8954, 1486.99, -19.9365, 1580.96, 32.5008
378, 0.00000, 1674.51, 77.0007, 1492.31, -17.2088, 1623.15, 53.0459
379, 0.00000, 1621.51, 51.4236, 1449.81, -38.1974, 1573.18, 29.1266
380, 0.00000, 1659.58, 69.7772, 1492.22, -17.9983, 1598.36, 40.8929
381, 0.00000, 1629.11, 55.4646, 1450.97, -37.302, 1554.57, 19.8195
382, 0.00000, 1605.31, 43.7318, 1448.41, -39.0369, 1540.56, 12.7767
383, 0.00000, 1528.59, 6.47512, 1376.9, -74.0585, 1476.46, -18.8491
384, 0.00000, 1464.33, -25.3774, 1324.6, -100.376, 1421.66, -45.9894
385, 0.00000, 1471.93, -22.214, 1328.77, -99.2618, 1406, -55.0169
386, 0.00000, 1391.75, 341.903, 1273.73, 279.036, 1348.73, 320.629
387, 0.00000, 1415.43, 354.695, 1300.31, 293.158, 1374.69, 334.036
388, 0.00000, 1370.37, 333.909, 1257.79, 273.064, 1325.55, 311.062
389, 0.00000, 1354.44, 326.53, 1240, 264.569, 1313.05, 305.302
390, 0.00000, 1367.71, 333.103, 1252.68, 271.227, 1334.29, 316.185
391, 0.00000, 1365, 331.698, 1262.22, 275.716, 1331.58, 314.599
392, 0.00000, 1372.83, 335.014, 1248.61, 268.54, 1328.99, 312.404
393, 0.00000, 1434.4, 363.442, 1304.95, 294.767, 1381.34, 336.162
394, 0.00000, 1472.36, 379.068, 1318.39, 298.652, 1408.57, 346.609
395, 0.00000, 1571.25, 423.358, 1404.39, 336.942, 1503.41, 389.236
396, 0.00000, 1487.11, 381.164, 1318.49, 293.951, 1435.39, 353.945
397, 0.00000, 1499.96, 385.015, 1308.76, 287.214, 1426.66, 347.567
398, 0.00000, 1445.46, -31.0564, 1264.44, -126.603, 1367.56, -69.93
399, 0.00000, 1487.66, -11.0103, 1289.73, -113.616, 1427.36, -40.3943
400, 0.00000, 1435.33, -35.5623, 1237.88, -138.193, 1359.7, -72.5392
401, 0.00000, 1505.14, -2.09818, 1291.45, -112.67, 1427.81, -39.5868
402, 0.00000, 1466.22, -21.4433, 1276.17, -119.769, 1412.31, -46.9423
403, 0.00000, 1510.76, 0.188004, 1317.44, -101.045, 1437.36, -35.4253
404, 0.00000, 1452.36, -28.4545, 1263.51, -127.196, 1391.79, -57.3375
405, 0.00000, 1430.25, -39.3449, 1254.72, -131.287, 1371.11, -66.9355
406, 0.00000, 1406.71, -50.7888, 1213.58, -151.66, 1317.03, -94.3102
407, 0.00000, 1325.83, -91.041, 1162.05, -178.271, 1242.97, -132.168
408, 0.00000, 1316.3, -96.8761, 1155.81, -182.97, 1238.02, -136.137
409, 0.00000, 1234.84, -138.51, 1092.66, -215.047, 1177.7, -167.302
410, 0.00000, 1222.75, 260.225, 1076.29, 182.421, 1162.3, 228.929
411, 0.00000, 1147.72, 224.837, 1017.99, 154.544, 1090.79, 194.806
412, 0.00000, 1224.25, 262.16, 1102.97, 196.66, 1185.62, 242.048
413, 0.00000, 1174.04, 238.058, 1073.56, 182.865, 1139.74, 219.691
414, 0.00000, 1208.55, 255.27, 1089.01, 190.469, 1183.99, 242
415, 0.00000, 1229.01, 265.116, 1105.84, 198.375, 1187.61, 243.395
416, 0.00000, 1233.15, 267.29, 1096.85, 193.74, 1185.35, 241.746
417, 0.00000, 1329.8, 312.342, 1181.4, 233.736, 1267.99, 280.16
418, 0.00000, 1345.27, 317.443, 1193.01, 237.385, 1307.08, 296.88
419, 0.00000, 1325.01, 305.781, 1161.08, 220.263, 1278.9, 281.089
420, 0.00000, 1314.35, 298.731, 1147.17, 212.057, 1250.9, 265.854
421, 0.00000, 1335.8, 306.988, 1153.27, 213.647, 1267.35, 271.618
422, 0.00000, 1246.8, 264.173, 1063.77, 170.404, 1170.83, 224.923
423, 0.00000, 1258.04, -120.07, 1063.43, -222.245, 1184.86, -156.903
424, 0.00000, 1240.66, -128.372, 1029.55, -238.119, 1150.2, -173.302
425, 0.00000, 1199.69, -147.932, 994.319, -255.343, 1134.15, -181.074
426, 0.00000, 1243.36, -126.897, 1056.15, -225.285, 1166.91, -164.5
427, 0.00000, 1303.2, -99.2458, 1125.3, -192.698, 1234.64, -132.588
428, 0.00000, 1253.52, -123.337, 1073.77, -218.705, 1192.22, -153.696
429, 0.00000, 1318.92, -92.7059, 1152.77, -179.702, 1247.19, -127.546
430, 0.00000, 1306.9, -98.9013, 1137.98, -187.974, 1227.32, -137.65
431, 0.00000, 1229.47, -138.08, 1082.26, -217.329, 1169.56, -167.906
432, 0.00000, 1169.54, -169.036, 1018.38, -250.752, 1102.25, -202.619
433, 0.00000, 1187.91, -160.59, 1025.23, -248.965, 1118.26, -196.339
434, 0.00000, 1119.08, 210.067, 986.313, 138.336, 1076.1, 186.823
435, 0.00000, 1083.91, 193.185, 974.428, 133.274, 1051.85, 175.783
436, 0.00000, 1064.75, 184.17, 955.632, 124.313, 1028.71, 164.831
437, 0.00000, 1072.8, 188.798, 950.66, 122.342, 1027.1, 164.39
438, 0.00000, 1131.36, 218.024, 1020.38, 156.891, 1094.71, 198.152
439, 0.00000, 1242.67, 273.128, 1113.74, 203.015, 1186.4, 243.415
440, 0.00000, 1260.38, 280.259, 1135.83, 212.608, 1223.67, 260.316
441, 0.00000, 1317.55, 306.034, 1169.07, 227.125, 1253.56, 272.812
442, 0.00000, 1415.32, 350.241, 1238, 257.564, 1342.72, 312.782
443, 0.00000, 1444.78, 361.178, 1264.57, 267.84, 1379.64, 327.28
444, 0.00000, 1456.59, 364.346, 1272.04, 269.59, 1386.51, 327.792
445, 0.00000, 1447.74, -29.9484, 1256.98, -130.227, 1367.02, -69.6039
446, 0.00000, 1445.45, -30.7494, 1242.74, -136.292, 1354.37, -75.1112
447, 0.00000, 1438.99, -33.2893, 1235.15, -139.281, 1357.85, -72.7265
448, 0.00000, 1394.99, -54.7717, 1197.63, -156.855, 1324.91, -88.353
449, 0.00000, 1364.56, -69.0984, 1175.04, -167.478, 1290.6, -104.923
450, 0.00000, 1356.14, -73.9678, 1167.58, -171.493, 1301.73, -99.8908
451, 0.00000, 1478.75, -16.0663, 1306.61, -105.937, 1430.07, -39.2566
452, 0.00000, 1435.66, -36.4732, 1261.05, -128.54, 1380.77, -63.0772
453, 0.00000, 1495.12, -7.62298, 1308.12, -105.733, 1404.06, -52.0702
454, 0.00000, 1448.25, -31.198, 1288.09, -115.249, 1379.94, -64.4924
455, 0.00000, 1407.58, -50.9314, 1227.91, -145.749, 1322.38, -93.1671
456, 0.00000, 1296.6, -106.266, 1148.93, -185.87, 1234.15, -137.004
457, 0.00000, 1322.59, -93.9109, 1176.34, -173.547, 1267.81, -121.487
458, 0.00000, 1272.44, -119.737, 1132.04, -195.993, 1213.91, -149.063
459, 0.00000, 1209.23, 253.363, 1091.86, 189.971, 1158.82, 227.037
460, 0.00000, 1225.98, 262.297, 1099.51, 194.064, 1181.7, 239.272
461, 0.00000, 1219.71, 260.035, 1092.65, 191.532, 1174.55, 236.294
462, 0.00000, 1238.93, 269.476, 1118.44, 204.323, 1212.16, 255.297
463, 0.00000, 1341.57, 319.723, 1220.62, 254.389, 1314.06, 305.169
464, 0.00000, 1436.69, 364.242, 1302.41, 292.316, 1397.8, 343.956
465, 0.00000, 1482.74, 384.145, 1317.62, 297.187, 1416.74, 350.279
466, 0.00000, 1500.02, 389.349, 1317.53, 294.464, 1431.84, 354.648
467, 0.00000, 1521.44, 396.231, 1363.69, 313.71, 1498.94, 383.083
468, 0.00000, 1522.44, 393.651, 1343.6, 301.371, 1474.06, 368.685
469, 0.00000, 1558.21, 21.8113, 1379.62, -71.9113, 1495.51, -7.41754
470, 0.00000, 1469.52, -19.5884, 1280.31, -118.178, 1410.67, -47.4291
471, 0.00000, 1479.67, -14.9333, 1306.41, -105.629, 1446.2, -30.5394
472, 0.00000, 1483, -13.6264, 1301.19, -107.33, 1433.97, -36.4491
473, 0.00000, 1504.05, -3.98689, 1319.24, -98.3983, 1445.76, -30.7701
474, 0.00000, 1510.93, -0.797537, 1321.66, -97.5284, 1454.82, -26.5537
475, 0.00000, 1592.71, 37.9541, 1390.32, -65.7941, 1534.33, 10.9106
476, 0.00000, 1571.87, 28.0866, 1396.96, -63.418, 1522.45, 4.96866
477, 0.00000, 1595.07, 39.04, 1417.32, -52.7561, 1541.09, 14.1265
478, 0.00000, 1558.47, 21.8403, 1370.14, -75.6098, 1465.36, -22.9971
479, 0.00000, 1539.41, 12.3342, 1361.97, -80.8129, 1459.06, -26.1829
480, 0.00000, 1488.19, -12.3471, 1318.41, -102.215, 1410.58, -50.4231
481, 0.00000, 1390.38, -60.7168, 1238.7, -142.538, 1332.88, -89.0874
482, 0.00000, 1288.55, -112.004, 1162.56, -180.878, 1240, -136.16
483, 0.00000, 1292.96, -109.945, 1160.4, -182.575, 1237.95, -137.798
484, 0.00000, 1375.3, 333.903, 1237.53, 260.169, 1311.23, 301.109
485, 0.00000, 1354.96, 323.764, 1229.95, 256.701, 1309.61, 300.228
486, 0.00000, 1372.31, 332.581, 1228.65, 256.378, 1338.03, 314.779
487, 0.00000, 1504.02, 395.444, 1363.01, 321.002, 1472.84, 379.556
488, 0.00000, 1505.2, 394.313, 1346.1, 311.465, 1433.91, 358.177
489, 0.00000, 1526.11, 402.632, 1344.13, 308.269, 1447.12, 362.883
490, 0.00000, 1612.9, 440.234, 1424.74, 343.878, 1566.65, 416.15
491, 0.00000, 1594.21, 40.4665, 1397.17, -62.6985, 1503.46, -3.97129
492, 0.00000, 1579.56, 33.563, 1382.94, -68.5114, 1508.19, -1.02236
493, 0.00000, 1520.04, 5.56225, 1317.37, -99.1527, 1428.11, -39.2668
494, 0.00000, 1512.7, 2.38682, 1296.79, -108.522, 1426.05, -39.7195
495, 0.00000, 1486.61, -9.75224, 1256.33, -127.729, 1398.88, -52.7114
496, 0.00000, 1430.04, -36.7224, 1219.91, -144.519, 1339.17, -80.8552
497, 0.00000, 1436.68, -33.5825, 1210.23, -149.162, 1360.02, -70.678
498, 0.00000, 1473.92, -16.7335, 1267.41, -121.773, 1404.38, -49.4742
499, 0.00000, 1502.51, -3.84821, 1304.66, -104.987, 1440.35, -32.8945
500, 0.00000, 1474.5, -17.2705, 1285.62, -114.146, 1414.83, -45.1545
501, 0.00000, 1466.05, -20.9437, 1283.02, -115.675, 1382.14, -61.6375
502, 0.00000, 1471.5, -18.8448, 1295.62, -110.538, 1403.96, -51.2025
503, 0.00000, 1353.43, -76.4226, 1184.36, -165.165, 1279.69, -112.511
504, 0.00000, 1390.91, -58.8242, 1218.75, -149.4, 1323.09, -92.1433
505, 0.00000, 1312.14, -98.3816, 1166.71, -176.268, 1259.65, -124.411
506, 0.00000, 1279.32, -114.956, 1136.79, -192.086, 1222.65, -143.367
507, 0.00000, 1243.62, -133.302, 1094.75, -213.861, 1184.65, -163.327
508, 0.00000, 1226.45, 260.97, 1088.48, 187.472, 1181.7, 237.529
509, 0.00000, 1276.52, 285.486, 1134.45, 209.894, 1228.97, 260.762
510, 0.00000, 1258.4, 277.698, 1109.58, 198.511, 1216, 255.048
511, 0.00000, 1357.77, 325.323, 1210.64, 247.191, 1312.33, 301.789
512, 0.00000, 1435.24, 360.315, 1301.28, 289.794, 1392.81, 338.206
513, 0.00000, 1456.89, 369.25, 1283.54, 279.354, 1399.71, 339.76
514, 0.00000, 1516.13, 394.65, 1313.3, 291.061, 1435.35, 353.846
515, 0.00000, 1483.39, 376.97, 1297.83, 281.876, 1421.54, 344.776
516, 0.00000, 1433.37, -36.534, 1253.55, -131.163, 1373.89, -65.9938
517, 0.00000, 1426.11, -39.0491, 1221.94, -145.682, 1334.89, -83.9836
518, 0.00000, 1367.8, -66.6877, 1159.76, -173.982, 1275.64, -111.77
519, 0.00000, 1373.78, -63.5361, 1157.51, -174.254, 1293.37, -102.611
520, 0.00000, 1288.13, -104.393, 1083.51, -209.443, 1212.19, -141.574
521, 0.00000, 1227.1, -135.221, 1063.58, -221.952, 1184.56, -156.305
522, 0.00000, 1236.31, -130.14, 1054.13, -225.725, 1174.47, -160.954
523, 0.00000, 1292.25, -104.753, 1132.98, -189.253, 1244.55, -127.523
524, 0.00000, 1269.06, -115.851, 1085.78, -212.02, 1224.89, -136.823
525, 0.00000, 1261.06, -119.976, 1085.72, -211.744, 1198.93, -150.173
526, 0.00000, 1236.41, -133.106, 1064.49, -223.871, 1165.82, -167.695
527, 0.00000, 1179.71, -162.346, 1011.53, -251.523, 1097.33, -203.571
528, 0.00000, 1158.52, -174.283, 1008.28, -254.925, 1113.65, -196.524
529, 0.00000, 1078.61, -214.76, 939.669, -291.098, 1017.49, -246.327
530, 0.00000, 1023.09, 162.914, 892.008, 92.2619, 978.696, 139.04
531, 0.00000, 1027.46, 165.485, 905.685, 99.2139, 965.738, 132.975
532, 0.00000, 991.37, 148.321, 876.823, 85.3964, 948.593, 125.166
533, 0.00000, 1025.01, 165.147, 893.835, 93.8304, 963.911, 132.531
534, 0.00000, 1014.46, 159.937, 904.276, 99.2836, 999.444, 150.666
535, 0.00000, 1147.62, 225.092, 1022.4, 157.014, 1114.19, 206.8
536, 0.00000, 1165.1, 233.296, 1030.39, 160.936, 1123.63, 211.089
537, 0.00000, 1241.74, 269.984, 1107.31, 198.153, 1182.52, 238.815
538, 0.00000, 1195.99, 246.865, 1049.08, 168.946, 1152.49, 223.577
539, 0.00000, 1235.87, 264.312, 1084.29, 184.512, 1201.28, 245.189
540, 0.00000, 1235.76, 262.671, 1088.1, 185.113, 1183.8, 235.131
541, 0.00000, 1252.88, 270.105, 1079.6, 180.076, 1197.49, 240.774
542, 0.00000, 1257.61, 270.595, 1081.96, 180.128, 1201.44, 241.105
543, 0.00000, 1237.22, 259.701, 1051.12, 164.625, 1171.2, 225.156
544, 0.00000, 1205.23, -145.959, 1025.66, -240.86, 1143.66, -177.301
545, 0.00000, 1234.81, -131.319, 1038.26, -234.397, 1167.73, -165.055
546, 0.00000, 1173.97, -161.581, 1002.45, -252.053, 1131.67, -182.952
547, 0.00000, 1198.01, -150.436, 1019.25, -244.748, 1127.31, -185.428
548, 0.00000, 1200.24, -149.929, 1029.32, -240.957, 1152.96, -173.903
549, 0.00000, 1211.07, -145.195, 1026.7, -241.883, 1159.76, -170.053
550, 0.00000, 1150.24, -175.786, 987.171, -262.303, 1091.61, -204.972
551, 0.00000, 1134.01, -185.582, 963.099, -276.656, 1078.36, -214.071
552, 0.00000, 1092.97, -207.358, 948.687, -285.672, 1036.23, -237.226
553, 0.00000, 1030.87, 166.457, 902.828, 97.5674, 976.336, 137.745
554, 0.00000, 1074.97, 188.644, 939.446, 115.703, 1020.19, 159.688
555, 0.00000, 1020.55, 162.462, 899.336, 96.5003, 964.92, 133.036
556, 0.00000, 1044.2, 174.53, 932.251, 113.072, 989.504, 145.488
557, 0.00000, 1089.38, 196.9, 976.959, 135.352, 1054.91, 178.33
558, 0.00000, 1108.35, 206.849, 996.142, 145.374, 1085.53, 193.992
559, 0.00000, 1186.03, 245.049, 1076.49, 184.851, 1157.01, 229.291
560, 0.00000, 1208.32, 255.365, 1069.55, 180.967, 1162.86, 231.459
561, 0.00000, 1298.51, 298.211, 1141.12, 215.03, 1235.08, 265.185
562, 0.00000, 1334.15, 313.442, 1158.94, 221.941, 1264.16, 277.472
563, 0.00000, 1358.43, 322.85, 1193.33, 236.615, 1304.99, 294.688
564, 0.00000, 1365.79, 323.672, 1201.17, 238.618, 1302.89, 291.387
565, 0.00000, 1371.04, 323.891, 1188.6, 230.694, 1300.81, 288.023
566, 0.00000, 1382.57, -61.1182, 1199.34, -157.281, 1334.1, -85.7403
567, 0.00000, 1314.13, -94.1363, 1130.38, -190.274, 1240.37, -131.332
568, 0.00000, 1280.74, -109.665, 1085.71, -211.389, 1213.74, -143.393
569, 0.00000, 1302.83, -98.7671, 1112.98, -198.151, 1226.24, -136.794
570, 0.00000, 1366.92, -68.3711, 1172.17, -169.744, 1277.62, -112.009
571, 0.00000, 1401.76, -52.7609, 1224.97, -145.438, 1332.22, -86.7738
572, 0.00000, 1411.45, -48.8507, 1245.47, -136.083, 1359.41, -73.6825
573, 0.00000, 1401.59, -53.2654, 1227.87, -145.174, 1330.29, -88.3843
574, 0.00000, 1375.81, -66.6731, 1218.61, -149.893, 1310.8, -98.8144
575, 0.00000, 1358.97, -75.8962, 1206.02, -157.234, 1299.59, -105.674
576, 0.00000, 1305.17, -102.986, 1178.01, -172.121, 1251.17, -130.642
577, 0.00000, 1269.34, -121.939, 1140.23, -191.877, 1218.81, -147.87
578, 0.00000, 1274.3, 284.729, 1156.77, 221.908, 1233.52, 263.821
579, 0.00000, 1260.78, 279.015, 1136.83, 212.454, 1223.55, 259.682
580, 0.00000, 1258.01, 277.834, 1147.78, 218.352, 1226.4, 261.469
581, 0.00000, 1264.61, 281.695, 1148.04, 218.622, 1225.32, 261.282
582, 0.00000, 1269.85, 284.325, 1153.29, 221.567, 1244.4, 270.689
583, 0.00000, 1356.02, 325.788, 1229.08, 258.127, 1315.55, 305.204
584, 0.00000, 1372.21, 332.69, 1231.22, 258.432, 1327, 309.679
585, 0.00000, 1422.97, 355.164, 1284.09, 282.229, 1389.28, 337.58
586, 0.00000, 1480.82, 380.555, 1307.47, 290.739, 1416.42, 347.864
587, 0.00000, 1486.36, 379.83, 1312.32, 290.429, 1436.58, 353.939
588, 0.00000, 1483.81, -12.4268, 1295.77, -111.513, 1407.15, -51.1858
589, 0.00000, 1463.43, -21.5104, 1261.48, -127.406, 1380.48, -62.9701
590, 0.00000, 1525.9, 8.31574, 1325.52, -95.4925, 1444.87, -31.6393
591, 0.00000, 1467.71, -19.989, 1277.84, -117.667, 1395.14, -55.2253
592, 0.00000, 1496.55, -5.26478, 1287.61, -113.716, 1392.88, -56.1159
593, 0.00000, 1421.66, -41.0759, 1216.51, -147.771, 1328.65, -87.6449
594, 0.00000, 1415.47, -44.4574, 1218.98, -146.617, 1357.87, -73.4616
595, 0.00000, 1526.39, 6.9427, 1343.93, -86.9775, 1485.14, -12.1951
596, 0.00000, 1521.16, 4.73025, 1322.56, -97.8011, 1450.93, -28.6397
597, 0.00000, 1525.43, 5.98672, 1346.03, -85.5609, 1457.03, -25.892
598, 0.00000, 1451.7, -29.3009, 1289.76, -113.646, 1384.61, -61.7288
599, 0.00000, 1383.8, -62.8806, 1228.4, -143.559, 1326.94, -90.239
600, 0.00000, 1356.25, -75.9502, 1190.56, -163.473, 1280.66, -113.403
601, 0.00000, 1300.06, -104.154, 1153.86, -182.181, 1223.35, -142.994
602, 0.00000, 1296.52, -106.419, 1137.24, -191.552, 1220.84, -144.872
603, 0.00000, 1238.78, -135.391, 1090.23, -215.519, 1180.48, -165.248
604, 0.00000, 1232.17, -139.33, 1094.4, -214.024, 1170.09, -171.26
605, 0.00000, 1267.78, -121.833, 1135.69, -193.817, 1206.32, -153.374
606, 0.00000, 1345.01, -83.7811, 1197.17, -163.409, 1293.7, -109.455
607, 0.00000, 1379.63, -67.0741, 1246.33, -139.85, 1336.69, -88.2417
608, 0.00000, 1402.96, -55.2076, 1262.07, -131.573, 1372.18, -70.1393
609, 0.00000, 1432.65, -39.6195, 1263.32, -130.396, 1363.4, -74.1929
610, 0.00000, 1496.68, -7.74857, 1329.18, -97.4828, 1426.88, -42.659
611, 0.00000, 1479.4, -16.3687, 1306.26, -107.506, 1408.6, -51.0631
612, 0.00000, 1505.67, -3.1163, 1328.39, -96.4928, 1436.16, -37.4584
613, 0.00000, 1475.68, -16.5286, 1294.31, -111.636, 1402.21, -53.1644
614, 0.00000, 1497.3, -5.67334, 1289.3, -113.424, 1425.08, -41.1896
615, 0.00000, 1440.24, -33.3345, 1257.27, -128.108, 1375.59, -64.4457
616, 0.00000, 1477.74, -14.859, 1271.97, -121.084, 1409.81, -47.7725
617, 0.00000, 1459.61, -23.9217, 1262.23, -125.269, 1382.54, -61.0538
618, 0.00000, 1476.84, -15.7674, 1286.3, -114.288, 1413.04, -46.6287
619, 0.00000, 1523.58, 5.41226, 1348.38, -85.5677, 1468.24, -21.0491
620, 0.00000, 1520.45, 4.29934, 1342.36, -88.6816, 1459.23, -25.1012
621, 0.00000, 1520.08, 3.77591, 1354.86, -81.8312, 1447.43, -31.1365
622, 0.00000, 1415.88, -46.0778, 1254.9, -130.648, 1355.53, -75.7406
623, 0.00000, 1409.59, -49.7305, 1243.1, -137.236, 1339.09, -83.8958
624, 0.00000, 1343.12, -82.8683, 1189.29, -164.299, 1287.93, -109.911
625, 0.00000, 1306.77, -101.329, 1143.11, -187.983, 1234.49, -137.281
626, 0.00000, 1248.26, -131.267, 1112.38, -204.045, 1202.13, -154.158
627, 0.00000, 1264.94, -123.1, 1131.98, -195.678, 1217.16, -147.12
628, 0.00000, 1214.71, 255.093, 1094.43, 190.367, 1170.67, 232.2
629, 0.00000, 1210.13, 252.959, 1086.07, 186.484, 1162.57, 228.259
630, 0.00000, 1235.1, 265.504, 1103.72, 195.374, 1206.1, 250.175
631, 0.00000, 1324.04, 308.527, 1204.47, 244.304, 1284.6, 288.128
632, 0.00000, 1417.95, 353.066, 1283.84, 281.681, 1373.22, 330.058
633, 0.00000, 1375.98, 331.781, 1229.41, 254.321, 1337.16, 311.596
634, 0.00000, 1474.36, 375.552, 1319.87, 294.543, 1441.33, 357.996
635, 0.00000, 1423.16, 349.883, 1262.24, 266.114, 1372.1, 323.442
636, 0.00000, 1432.16, 353.542, 1269.88, 269.366, 1383.6, 328.336
637, 0.00000, 1402.56, 340.175, 1254.8, 262.984, 1357.35, 316.928
638, 0.00000, 1422.79, 351.575, 1255.21, 264.222, 1382.63, 330.378
639, 0.00000, 1378.55, 331.645, 1237.93, 257.45, 1336.39, 309.818
640, 0.00000, 1352.68, 320.269, 1215.96, 247.597, 1325.5, 305.875
641, 0.00000, 1318.22, 303.774, 1181.63, 231.35, 1284.5, 286.398
642, 0.00000, 1407.94, 346.723, 1259.38, 268.044, 1349.72, 317.192
643, 0.00000, 1391.85, 339.095, 1250.83, 264.213, 1339.82, 312.497
644, 0.00000, 1333.94, 311.654, 1211.6, 246.138, 1303.66, 295.649
645, 0.00000, 1330.57, 309.394, 1185.31, 232.804, 1269.86, 278.531
646, 0.00000, 1321.27, 305.45, 1201.08, 241.383, 1289.59, 289.108
647, 0.00000, 1306.78, 300.26, 1164.01, 224.594, 1239.46, 266.177
648, 0.00000, 1215.91, 257.787, 1079.15, 184.398, 1158.06, 227.95
649, 0.00000, 1197.73, 249.699, 1086.52, 189.107, 1146.62, 223.154
650, 0.00000, 1186.26, 244.559, 1081.58, 187.103, 1147.06, 223.798
651, 0.00000, 1163.53, 234.349, 1050.63, 172.652, 1107.27, 204.812
652, 0.00000, 1161.71, 233.597, 1061.96, 178.554, 1109.05, 205.83
653, 0.00000, 1174.51, 239.996, 1073.36, 184.198, 1138.07, 220.722
654, 0.00000, 1221.89, 262.918, 1122.66, 208.237, 1185.36, 243.583
655, 0.00000, 1296.39, 299.052, 1186.84, 239.594, 1270.53, 285.399
656, 0.00000, 1388.16, 342.955, 1261.82, 275.636, 1350.19, 323.479
657, 0.00000, 1458.74, 375.01, 1322.79, 303.304, 1415.96, 353.24
658, 0.00000, 1443.75, 365.572, 1289.81, 285.379, 1374.57, 330.662
659, 0.00000, 1515, 395.768, 1352.18, 311.763, 1440.56, 358.687
660, 0.00000, 1578.2, 422.894, 1400.37, 331.416, 1508.95, 387.867
661, 0.00000, 1575.71, 31.333, 1388.84, -66.3224, 1498.07, -6.84227
662, 0.00000, 1566.18, 26.5924, 1383.04, -68.2081, 1517.99, 3.17704
663, 0.00000, 1590.91, 38.8574, 1389.02, -65.3782, 1526.83, 7.44681
664, 0.00000, 1564.13, 25.7112, 1351.85, -82.3515, 1495.99, -6.98793
665, 0.00000, 1513.68, 1.55921, 1328.03, -94.0907, 1453.23, -27.3764
666, 0.00000, 1530.88, 9.53555, 1332.61, -92.0754, 1463.87, -22.6676
667, 0.00000, 1590.19, 37.2269, 1398.3, -61.3177, 1512.42, 0.225037
668, 0.00000, 1546.08, 16.2494, 1362.43, -78.8383, 1479.36, -15.771
669, 0.00000, 1566.62, 26.027, 1378.64, -70.5435, 1478.02, -16.2036
670, 0.00000, 1554.35, 19.9515, 1374.15, -73.1928, 1487.41, -11.5925
